sequence,price,volume,side,time
4718458102,13212.37000000,0.10889746,buy,2017-12-30T18:01:10.727000Z
4718458104,13210.02000000,0.00060000,buy,2017-12-30T18:01:10.727000Z
4718458106,13210.01000000,0.09050254,buy,2017-12-30T18:01:10.727000Z
4718458276,13212.35000000,0.21013471,sell,2017-12-30T18:01:11.150000Z
4718458278,13212.37000000,0.00662008,sell,2017-12-30T18:01:11.150000Z
4718458283,13212.37000000,0.01005629,sell,2017-12-30T18:01:11.156000Z
4718458500,13210.01000000,0.01868467,buy,2017-12-30T18:01:11.960000Z
4718458627,13212.28000000,0.00010041,sell,2017-12-30T18:01:12.326000Z
4718458988,13212.25000000,0.04098299,sell,2017-12-30T18:01:13.526000Z
4718459156,13212.25000000,0.00010041,sell,2017-12-30T18:01:14.901000Z
4718459467,13212.24000000,0.11660000,buy,2017-12-30T18:01:16.588000Z
4718459469,13212.24000000,0.00015085,buy,2017-12-30T18:01:16.588000Z
4718459471,13210.01000000,0.08324915,buy,2017-12-30T18:01:16.588000Z
4718459474,13210.01000000,0.06919123,buy,2017-12-30T18:01:16.588000Z
4718459476,13210.00000000,0.93080877,buy,2017-12-30T18:01:16.588000Z
4718459628,13212.25000000,0.00010041,sell,2017-12-30T18:01:17.037000Z
4718459696,13212.25000000,0.00851514,sell,2017-12-30T18:01:17.310000Z
4718459698,13212.25000000,1.94748486,sell,2017-12-30T18:01:17.310000Z
4718459775,13212.25000000,0.03473237,sell,2017-12-30T18:01:17.631000Z
4718460216,13212.25000000,0.00010041,sell,2017-12-30T18:01:19.172000Z
4718460311,13212.24000000,0.01400000,buy,2017-12-30T18:01:19.562000Z
4718460313,13210.00000000,0.12799206,buy,2017-12-30T18:01:19.562000Z
4718460315,13208.94000000,0.04103700,buy,2017-12-30T18:01:19.562000Z
4718460317,13208.94000000,0.01697094,buy,2017-12-30T18:01:19.562000Z
4718460663,13212.00000000,0.00010041,sell,2017-12-30T18:01:20.983000Z
4718460902,13208.96000000,0.00010002,buy,2017-12-30T18:01:21.767000Z
4718460904,13208.96000000,0.00020005,buy,2017-12-30T18:01:21.767000Z
4718460906,13208.96000000,0.00020005,buy,2017-12-30T18:01:21.767000Z
4718460908,13208.95000000,0.00033615,buy,2017-12-30T18:01:21.767000Z
4718460910,13208.95000000,0.00067230,buy,2017-12-30T18:01:21.767000Z
4718460912,13208.95000000,0.00060565,buy,2017-12-30T18:01:21.767000Z
4718460914,13208.94000000,0.02406606,buy,2017-12-30T18:01:21.767000Z
4718460916,13208.94000000,0.04103700,buy,2017-12-30T18:01:21.767000Z
4718460918,13208.94000000,0.04103700,buy,2017-12-30T18:01:21.767000Z
4718460920,13208.94000000,0.04103700,buy,2017-12-30T18:01:21.767000Z
4718460922,13208.94000000,0.04103700,buy,2017-12-30T18:01:21.767000Z
4718460924,13208.94000000,0.04103700,buy,2017-12-30T18:01:21.767000Z
4718460926,13208.16000000,0.04103900,buy,2017-12-30T18:01:21.767000Z
4718460928,13208.11000000,0.04103900,buy,2017-12-30T18:01:21.767000Z
4718460930,13207.87000000,0.04104000,buy,2017-12-30T18:01:21.767000Z
4718460932,13207.77000000,0.04104000,buy,2017-12-30T18:01:21.767000Z
4718460934,13207.49000000,0.04104100,buy,2017-12-30T18:01:21.767000Z
4718460936,13205.55000000,0.04104700,buy,2017-12-30T18:01:21.767000Z
4718460938,13205.54000000,0.04104700,buy,2017-12-30T18:01:21.767000Z
4718460940,13205.45000000,0.04104800,buy,2017-12-30T18:01:21.767000Z
4718460942,13205.00000000,0.01000000,buy,2017-12-30T18:01:21.767000Z
4718460944,13205.00000000,1.00000000,buy,2017-12-30T18:01:21.767000Z
4718460946,13204.99000000,0.01500000,buy,2017-12-30T18:01:21.767000Z
4718460948,13204.91000000,0.04105000,buy,2017-12-30T18:01:21.767000Z
4718460950,13203.71000000,0.04105300,buy,2017-12-30T18:01:21.767000Z
4718460952,13203.71000000,0.00942113,buy,2017-12-30T18:01:21.767000Z
4718460954,13203.19000000,0.04105500,buy,2017-12-30T18:01:21.767000Z
4718460956,13202.83000000,0.04105600,buy,2017-12-30T18:01:21.767000Z
4718460958,13201.31000000,0.04106100,buy,2017-12-30T18:01:21.767000Z
4718460960,13201.02000000,0.00086200,buy,2017-12-30T18:01:21.767000Z
4718460962,13201.00000000,0.01818044,buy,2017-12-30T18:01:21.767000Z
4718460964,13201.00000000,0.00190910,buy,2017-12-30T18:01:21.767000Z
4718460966,13200.05000000,0.00020059,buy,2017-12-30T18:01:21.767000Z
4718460968,13200.00000000,0.05000000,buy,2017-12-30T18:01:21.767000Z
4718460970,13200.00000000,0.01000000,buy,2017-12-30T18:01:21.767000Z
4718460972,13200.00000000,0.00300000,buy,2017-12-30T18:01:21.767000Z
4718460974,13200.00000000,0.01000000,buy,2017-12-30T18:01:21.767000Z
4718460976,13200.00000000,0.01849097,buy,2017-12-30T18:01:21.767000Z
4718460978,13200.00000000,0.00050000,buy,2017-12-30T18:01:21.767000Z
4718460980,13200.00000000,0.00200000,buy,2017-12-30T18:01:21.767000Z
4718460982,13200.00000000,0.01511300,buy,2017-12-30T18:01:21.767000Z
4718460984,13200.00000000,0.03000000,buy,2017-12-30T18:01:21.767000Z
4718460986,13200.00000000,0.05066288,buy,2017-12-30T18:01:21.767000Z
4718460988,13200.00000000,0.00011111,buy,2017-12-30T18:01:21.767000Z
4718460990,13200.00000000,0.00500000,buy,2017-12-30T18:01:21.767000Z
4718460992,13200.00000000,0.01500000,buy,2017-12-30T18:01:21.767000Z
4718460994,13200.00000000,0.10091247,buy,2017-12-30T18:01:21.767000Z
4718460996,13200.00000000,0.00377350,buy,2017-12-30T18:01:21.767000Z
4718460998,13199.99000000,0.00200000,buy,2017-12-30T18:01:21.767000Z
4718461000,13199.25000000,0.04106700,buy,2017-12-30T18:01:21.767000Z
4718461002,13198.89000000,0.04106800,buy,2017-12-30T18:01:21.767000Z
4718461004,13198.83000000,0.04106800,buy,2017-12-30T18:01:21.767000Z
4718461006,13197.89000000,0.04107100,buy,2017-12-30T18:01:21.767000Z
4718461008,13197.78000000,0.03110753,buy,2017-12-30T18:01:21.767000Z
4718461011,13197.78000000,0.00996447,buy,2017-12-30T18:01:21.767000Z
4718461013,13196.73000000,0.04107500,buy,2017-12-30T18:01:21.767000Z
4718461015,13196.37000000,0.01500000,buy,2017-12-30T18:01:21.767000Z
4718461017,13195.44000000,0.50000000,buy,2017-12-30T18:01:21.767000Z
4718461019,13195.43000000,0.01000000,buy,2017-12-30T18:01:21.767000Z
4718461021,13195.00000000,0.00030000,buy,2017-12-30T18:01:21.767000Z
4718461023,13193.13000000,0.04108600,buy,2017-12-30T18:01:21.767000Z
4718461025,13192.31000000,0.00126805,buy,2017-12-30T18:01:21.767000Z
4718461027,13192.00000000,0.01500000,buy,2017-12-30T18:01:21.767000Z
4718461029,13190.97000000,0.01500000,buy,2017-12-30T18:01:21.767000Z
4718461031,13190.15000000,0.04109500,buy,2017-12-30T18:01:21.767000Z
4718461033,13186.79000000,0.00100000,buy,2017-12-30T18:01:21.767000Z
4718461035,13186.23000000,0.00200000,buy,2017-12-30T18:01:21.767000Z
4718461037,13184.99000000,0.01500000,buy,2017-12-30T18:01:21.767000Z
4718461039,13184.00000000,0.16643283,buy,2017-12-30T18:01:21.767000Z
4718461041,13182.82000000,0.00014847,buy,2017-12-30T18:01:21.767000Z
4718461043,13180.00000000,0.00016920,buy,2017-12-30T18:01:21.767000Z
4718461045,13180.00000000,0.01000000,buy,2017-12-30T18:01:21.767000Z
4718461047,13180.00000000,0.05000000,buy,2017-12-30T18:01:21.767000Z
4718461049,13180.00000000,0.02000000,buy,2017-12-30T18:01:21.767000Z
4718461051,13180.00000000,0.56564044,buy,2017-12-30T18:01:21.767000Z
4718461053,13178.03000000,0.00146076,buy,2017-12-30T18:01:21.767000Z
4718461055,13178.00000000,0.01026130,buy,2017-12-30T18:01:21.767000Z
4718461057,13176.24000000,0.00032559,buy,2017-12-30T18:01:21.767000Z
4718461059,13175.00000000,0.10000000,buy,2017-12-30T18:01:21.767000Z
4718461061,13175.00000000,0.00200000,buy,2017-12-30T18:01:21.767000Z
4718461063,13175.00000000,0.01500000,buy,2017-12-30T18:01:21.767000Z
4718461065,13175.00000000,0.01000000,buy,2017-12-30T18:01:21.767000Z
4718461067,13175.00000000,0.20000000,buy,2017-12-30T18:01:21.767000Z
4718461069,13175.00000000,0.01000000,buy,2017-12-30T18:01:21.767000Z
4718461071,13174.99000000,0.00200000,buy,2017-12-30T18:01:21.767000Z
4718461073,13170.10000000,0.29286725,buy,2017-12-30T18:01:21.767000Z
4718461075,13170.10000000,0.64713108,buy,2017-12-30T18:01:21.767000Z
4718461077,13170.00000000,0.00400000,buy,2017-12-30T18:01:21.767000Z
4718461079,13170.00000000,0.37965000,buy,2017-12-30T18:01:21.767000Z
4718461081,13170.00000000,0.28000000,buy,2017-12-30T18:01:21.767000Z
4718461083,13165.01000000,0.01500000,buy,2017-12-30T18:01:21.767000Z
4718461085,13165.00000000,0.00200000,buy,2017-12-30T18:01:21.767000Z
4718461087,13161.26000000,0.20000000,buy,2017-12-30T18:01:21.767000Z
4718461089,13161.16000000,0.20000000,buy,2017-12-30T18:01:21.767000Z
4718461091,13161.00000000,0.01000000,buy,2017-12-30T18:01:21.767000Z
4718461093,13160.54000000,0.03594892,buy,2017-12-30T18:01:21.767000Z
4718461095,13159.99000000,0.01500000,buy,2017-12-30T18:01:21.767000Z
4718461097,13152.23000000,0.01638540,buy,2017-12-30T18:01:21.767000Z
4718461099,13152.23000000,0.00210703,buy,2017-12-30T18:01:21.767000Z
4718461101,13152.01000000,0.08712300,buy,2017-12-30T18:01:21.767000Z
4718461103,13152.00000000,0.57451996,buy,2017-12-30T18:01:21.767000Z
4718461105,13152.00000000,0.20000000,buy,2017-12-30T18:01:21.767000Z
4718461107,13151.78000000,1.17000000,buy,2017-12-30T18:01:21.767000Z
4718461109,13151.77000000,1.06400000,buy,2017-12-30T18:01:21.767000Z
4718461111,13151.75000000,1.08510000,buy,2017-12-30T18:01:21.767000Z
4718461113,13151.74000000,1.13440000,buy,2017-12-30T18:01:21.767000Z
4718461115,13151.73000000,0.01000000,buy,2017-12-30T18:01:21.767000Z
4718461117,13151.71000000,0.13255947,buy,2017-12-30T18:01:21.767000Z
4718461271,13208.96000000,0.00020005,buy,2017-12-30T18:01:22.208000Z
4718461273,13203.72000000,0.00110000,buy,2017-12-30T18:01:22.208000Z
4718461398,13200.01000000,0.00020018,buy,2017-12-30T18:01:22.672000Z
4718461400,13200.01000000,0.00010009,buy,2017-12-30T18:01:22.672000Z
4718461402,13200.01000000,0.00020018,buy,2017-12-30T18:01:22.672000Z
4718461404,13200.01000000,0.00040036,buy,2017-12-30T18:01:22.672000Z
4718461406,13193.14000000,0.00060000,buy,2017-12-30T18:01:22.672000Z
4718461408,13184.04000000,0.03249919,buy,2017-12-30T18:01:22.672000Z
4718461530,13200.02000000,0.00080073,buy,2017-12-30T18:01:23.099000Z
4718461532,13200.02000000,0.00100000,buy,2017-12-30T18:01:23.099000Z
4718461567,13200.00000000,0.00010050,sell,2017-12-30T18:01:23.219000Z
4718461686,13193.15000000,0.00110000,buy,2017-12-30T18:01:24.133000Z
4718461688,13184.05000000,0.00010014,buy,2017-12-30T18:01:24.133000Z
4718461690,13184.05000000,0.00020028,buy,2017-12-30T18:01:24.133000Z
4718461692,13184.05000000,0.00060000,buy,2017-12-30T18:01:24.133000Z
4718461694,13184.05000000,0.00040056,buy,2017-12-30T18:01:24.133000Z
4718461696,13184.05000000,0.00040056,buy,2017-12-30T18:01:24.133000Z
4718461698,13184.04000000,0.00150081,buy,2017-12-30T18:01:24.133000Z
4718461700,13163.95000000,0.01500000,buy,2017-12-30T18:01:24.133000Z
4718461702,13151.79000000,0.18069765,buy,2017-12-30T18:01:24.133000Z
4718461711,13193.16000000,0.02076300,sell,2017-12-30T18:01:24.176000Z
4718461713,13193.16000000,0.99238195,sell,2017-12-30T18:01:24.176000Z
4718461915,13193.15000000,0.00010007,sell,2017-12-30T18:01:24.997000Z
4718461917,13193.15000000,0.00000048,sell,2017-12-30T18:01:24.997000Z
4718462337,13184.06000000,0.00100000,buy,2017-12-30T18:01:27.059000Z
4718462339,13184.06000000,0.00010007,buy,2017-12-30T18:01:27.059000Z
4718462341,13184.06000000,0.00020014,buy,2017-12-30T18:01:27.059000Z
4718462343,13184.06000000,0.00010007,buy,2017-12-30T18:01:27.059000Z
4718462345,13184.06000000,0.00010007,buy,2017-12-30T18:01:27.059000Z
4718462347,13163.96000000,0.00110000,buy,2017-12-30T18:01:27.059000Z
4718462349,13151.82000000,0.01000000,buy,2017-12-30T18:01:27.059000Z
4718462351,13151.81000000,0.18739965,buy,2017-12-30T18:01:27.059000Z
4718462399,13151.81000000,0.07568332,buy,2017-12-30T18:01:27.216000Z
4718463128,13164.17000000,0.00010077,sell,2017-12-30T18:01:30.027000Z
4718463582,13164.16000000,0.02400000,buy,2017-12-30T18:01:33.098000Z
4718463584,13164.16000000,0.04619089,buy,2017-12-30T18:01:33.098000Z
4718463586,13164.16000000,0.12980911,buy,2017-12-30T18:01:33.098000Z
4718463639,13164.16000000,0.10701441,buy,2017-12-30T18:01:33.359000Z
4718463958,13164.17000000,0.00304923,sell,2017-12-30T18:01:35.396000Z
4718463960,13176.25000000,0.00032786,sell,2017-12-30T18:01:35.396000Z
4718463962,13184.06000000,0.17200000,sell,2017-12-30T18:01:35.396000Z
4718463964,13184.06000000,0.06190000,sell,2017-12-30T18:01:35.396000Z
4718463966,13184.10000000,0.00769994,sell,2017-12-30T18:01:35.396000Z
4718463968,13193.14000000,0.00020062,sell,2017-12-30T18:01:35.396000Z
4718463970,13193.15000000,0.00009959,sell,2017-12-30T18:01:35.396000Z
4718463972,13199.99000000,0.00016942,sell,2017-12-30T18:01:35.396000Z
4718463974,13200.00000000,0.01309877,sell,2017-12-30T18:01:35.396000Z
4718463976,13200.00000000,0.22825497,sell,2017-12-30T18:01:35.396000Z
4718464314,13193.13000000,0.00100000,sell,2017-12-30T18:01:36.637000Z
4718464316,13200.00000000,0.02298906,sell,2017-12-30T18:01:36.637000Z
4718464321,13200.00000000,0.01312908,sell,2017-12-30T18:01:36.642000Z
4718464417,13193.12000000,0.05000000,buy,2017-12-30T18:01:37.269000Z
4718464419,13193.12000000,0.04913091,buy,2017-12-30T18:01:37.269000Z
4718464421,13175.00000000,0.01500000,buy,2017-12-30T18:01:37.269000Z
4718464423,13164.20000000,0.01200000,buy,2017-12-30T18:01:37.269000Z
4718464425,13164.16000000,0.00060000,buy,2017-12-30T18:01:37.269000Z
4718464427,13164.16000000,0.02348600,buy,2017-12-30T18:01:37.269000Z
4718464429,13164.16000000,0.02348600,buy,2017-12-30T18:01:37.269000Z
4718464431,13164.16000000,0.02348600,buy,2017-12-30T18:01:37.269000Z
4718464433,13164.16000000,0.00281109,buy,2017-12-30T18:01:37.269000Z
4718464459,13175.01000000,0.08000000,buy,2017-12-30T18:01:37.393000Z
4718464646,13176.25000000,0.00032786,sell,2017-12-30T18:01:38.173000Z
4718464648,13200.00000000,0.01478646,sell,2017-12-30T18:01:38.173000Z
4718464944,13193.13000000,0.01000000,sell,2017-12-30T18:01:39.386000Z
4718465311,13193.12000000,0.24100000,buy,2017-12-30T18:01:41.470000Z
4718465356,13193.12000000,0.00091324,buy,2017-12-30T18:01:41.646000Z
4718465358,13175.01000000,0.00010000,buy,2017-12-30T18:01:41.646000Z
4718465360,13164.34000000,0.00898676,buy,2017-12-30T18:01:41.646000Z
4718465383,13164.34000000,0.20000000,buy,2017-12-30T18:01:41.697000Z
4718465461,13193.09000000,0.00060940,sell,2017-12-30T18:01:41.966000Z
4718465491,13193.09000000,0.03000000,sell,2017-12-30T18:01:42.049000Z
4718465536,13193.10000000,0.23600000,sell,2017-12-30T18:01:42.140000Z
4718465538,13193.13000000,0.01930100,sell,2017-12-30T18:01:42.140000Z
4718465540,13193.13000000,0.01930100,sell,2017-12-30T18:01:42.140000Z
4718465542,13193.13000000,0.01930100,sell,2017-12-30T18:01:42.140000Z
4718465544,13193.13000000,0.01930100,sell,2017-12-30T18:01:42.140000Z
4718465546,13193.13000000,0.01930100,sell,2017-12-30T18:01:42.140000Z
4718465548,13193.13000000,0.01930100,sell,2017-12-30T18:01:42.140000Z
4718465550,13193.13000000,0.01930100,sell,2017-12-30T18:01:42.140000Z
4718465552,13193.13000000,0.01930100,sell,2017-12-30T18:01:42.140000Z
4718465554,13193.13000000,0.01930100,sell,2017-12-30T18:01:42.140000Z
4718465556,13193.13000000,0.01930100,sell,2017-12-30T18:01:42.140000Z
4718465558,13193.13000000,0.01930100,sell,2017-12-30T18:01:42.140000Z
4718465560,13193.13000000,0.01930100,sell,2017-12-30T18:01:42.140000Z
4718465562,13193.13000000,0.01930100,sell,2017-12-30T18:01:42.140000Z
4718465564,13193.13000000,0.01930100,sell,2017-12-30T18:01:42.140000Z
4718465566,13193.13000000,0.01930100,sell,2017-12-30T18:01:42.140000Z
4718465568,13193.13000000,0.01930100,sell,2017-12-30T18:01:42.140000Z
4718465570,13193.13000000,0.01930100,sell,2017-12-30T18:01:42.140000Z
4718465572,13193.13000000,0.01930100,sell,2017-12-30T18:01:42.140000Z
4718465574,13193.13000000,0.01930100,sell,2017-12-30T18:01:42.140000Z
4718465576,13193.13000000,0.01930100,sell,2017-12-30T18:01:42.140000Z
4718465578,13193.13000000,0.01930100,sell,2017-12-30T18:01:42.140000Z
4718465580,13193.13000000,0.01930100,sell,2017-12-30T18:01:42.140000Z
4718465582,13193.13000000,0.01930100,sell,2017-12-30T18:01:42.140000Z
4718465584,13193.13000000,0.01930100,sell,2017-12-30T18:01:42.140000Z
4718465586,13193.13000000,0.01930100,sell,2017-12-30T18:01:42.140000Z
4718465588,13193.13000000,0.01930100,sell,2017-12-30T18:01:42.140000Z
4718465590,13193.13000000,0.01930100,sell,2017-12-30T18:01:42.140000Z
4718465592,13193.13000000,0.01930300,sell,2017-12-30T18:01:42.140000Z
4718465594,13193.13000000,0.01930300,sell,2017-12-30T18:01:42.140000Z
4718465596,13193.13000000,0.01930300,sell,2017-12-30T18:01:42.140000Z
4718465598,13193.13000000,0.01930300,sell,2017-12-30T18:01:42.140000Z
4718465600,13193.13000000,0.01930300,sell,2017-12-30T18:01:42.140000Z
4718465602,13193.13000000,0.01930300,sell,2017-12-30T18:01:42.140000Z
4718465604,13193.13000000,0.01930300,sell,2017-12-30T18:01:42.140000Z
4718465606,13193.13000000,0.01930300,sell,2017-12-30T18:01:42.140000Z
4718465608,13193.13000000,0.01930300,sell,2017-12-30T18:01:42.140000Z
4718465610,13193.13000000,0.01930300,sell,2017-12-30T18:01:42.140000Z
4718465612,13193.13000000,0.01930300,sell,2017-12-30T18:01:42.140000Z
4718465614,13193.13000000,0.01930300,sell,2017-12-30T18:01:42.140000Z
4718465616,13193.13000000,0.01930300,sell,2017-12-30T18:01:42.140000Z
4718465618,13193.13000000,0.01930300,sell,2017-12-30T18:01:42.140000Z
4718465620,13193.13000000,0.01930300,sell,2017-12-30T18:01:42.140000Z
4718465622,13193.13000000,0.01930300,sell,2017-12-30T18:01:42.140000Z
4718465624,13193.13000000,0.01930300,sell,2017-12-30T18:01:42.140000Z
4718465626,13193.13000000,0.01930300,sell,2017-12-30T18:01:42.140000Z
4718465628,13193.13000000,0.01930300,sell,2017-12-30T18:01:42.140000Z
4718465630,13193.13000000,0.01930300,sell,2017-12-30T18:01:42.140000Z
4718465632,13193.13000000,0.01930300,sell,2017-12-30T18:01:42.140000Z
4718465634,13193.13000000,0.01930300,sell,2017-12-30T18:01:42.140000Z
4718465636,13193.13000000,0.01930300,sell,2017-12-30T18:01:42.140000Z
4718465638,13193.13000000,0.01930300,sell,2017-12-30T18:01:42.140000Z
4718465640,13193.13000000,0.01930300,sell,2017-12-30T18:01:42.140000Z
4718465642,13193.13000000,0.01930300,sell,2017-12-30T18:01:42.140000Z
4718465644,13193.13000000,0.01930300,sell,2017-12-30T18:01:42.140000Z
4718465646,13193.13000000,0.01930300,sell,2017-12-30T18:01:42.140000Z
4718465648,13193.13000000,0.01930300,sell,2017-12-30T18:01:42.140000Z
4718465650,13193.13000000,0.01930300,sell,2017-12-30T18:01:42.140000Z
4718465652,13193.13000000,0.01930300,sell,2017-12-30T18:01:42.140000Z
4718465654,13193.13000000,0.01930300,sell,2017-12-30T18:01:42.140000Z
4718465656,13193.13000000,0.01932900,sell,2017-12-30T18:01:42.140000Z
4718465658,13199.98000000,0.00146076,sell,2017-12-30T18:01:42.140000Z
4718465660,13200.00000000,0.05438714,sell,2017-12-30T18:01:42.140000Z
4718465662,13200.00000000,0.01500000,sell,2017-12-30T18:01:42.140000Z
4718465664,13200.00000000,0.26774101,sell,2017-12-30T18:01:42.140000Z
4718465666,13202.50000000,0.00010014,sell,2017-12-30T18:01:42.140000Z
4718465668,13202.50000000,0.00040056,sell,2017-12-30T18:01:42.140000Z
4718465670,13208.93000000,0.01000000,sell,2017-12-30T18:01:42.140000Z
4718465672,13210.00000000,0.10000000,sell,2017-12-30T18:01:42.140000Z
4718465674,13211.99000000,0.00020018,sell,2017-12-30T18:01:42.140000Z
4718465676,13211.99000000,0.00020018,sell,2017-12-30T18:01:42.140000Z
4718465678,13212.00000000,1.16604894,sell,2017-12-30T18:01:42.140000Z
4718465680,13212.24000000,0.00016831,sell,2017-12-30T18:01:42.140000Z
4718465682,13214.99000000,0.36004078,sell,2017-12-30T18:01:42.140000Z
4718466153,13176.28000000,0.74104561,sell,2017-12-30T18:01:43.730000Z
4718466155,13176.28000000,0.01895439,sell,2017-12-30T18:01:43.730000Z
4718466219,13176.28000000,0.00043621,sell,2017-12-30T18:01:43.972000Z
4718466221,13214.98000000,0.00060000,sell,2017-12-30T18:01:43.972000Z
4718466223,13215.00000000,0.02860870,sell,2017-12-30T18:01:43.972000Z
4718467039,13176.54000000,0.05000000,buy,2017-12-30T18:01:46.303000Z
4718467041,13176.45000000,0.01400000,buy,2017-12-30T18:01:46.303000Z
4718467043,13176.26000000,0.13600000,buy,2017-12-30T18:01:46.303000Z
4718467958,13199.98000000,0.00327885,buy,2017-12-30T18:01:49.590000Z
4718468110,13199.99000000,0.05000000,sell,2017-12-30T18:01:50.268000Z
4718468112,13199.99000000,0.00178900,sell,2017-12-30T18:01:50.268000Z
4718468114,13199.99000000,0.00178900,sell,2017-12-30T18:01:50.268000Z
4718468116,13199.99000000,0.09954310,sell,2017-12-30T18:01:50.268000Z
4718468313,13199.99000000,0.00018136,sell,2017-12-30T18:01:51.303000Z
4718468462,13199.98000000,0.00162115,buy,2017-12-30T18:01:51.862000Z
4718468464,13199.98000000,0.21043213,buy,2017-12-30T18:01:51.862000Z
4718468466,13199.98000000,0.01000000,buy,2017-12-30T18:01:51.862000Z
4718468468,13199.98000000,2.15922694,buy,2017-12-30T18:01:51.862000Z
4718468545,13199.98000000,0.20000000,buy,2017-12-30T18:01:52.160000Z
4718468812,13199.98000000,0.02500000,buy,2017-12-30T18:01:53.456000Z
4718468818,13199.98000000,0.09510182,buy,2017-12-30T18:01:53.459000Z
4718468908,13199.98000000,0.00074700,buy,2017-12-30T18:01:54.100000Z
4718469099,13199.98000000,0.20000000,buy,2017-12-30T18:01:54.999000Z
4718469104,13199.98000000,0.38500000,buy,2017-12-30T18:01:55.014000Z
4718469142,13199.99000000,0.01133530,sell,2017-12-30T18:01:55.324000Z
4718469198,13199.98000000,0.37557642,buy,2017-12-30T18:01:55.883000Z
4718469408,13199.99000000,0.00051008,sell,2017-12-30T18:01:57.596000Z
4718469457,13199.98000000,0.05000000,buy,2017-12-30T18:01:57.870000Z
4718469459,13199.98000000,0.15000000,buy,2017-12-30T18:01:57.870000Z
4718469663,13199.99000000,0.09643016,sell,2017-12-30T18:01:59.592000Z
4718469665,13199.99000000,0.21043214,sell,2017-12-30T18:01:59.592000Z
4718469667,13199.99000000,0.26478625,sell,2017-12-30T18:01:59.592000Z
4718469669,13199.99000000,0.01872610,sell,2017-12-30T18:01:59.592000Z
4718469671,13199.99000000,0.00020093,sell,2017-12-30T18:01:59.592000Z
4718469673,13199.99000000,0.00016835,sell,2017-12-30T18:01:59.592000Z
4718469675,13199.99000000,1.00000000,sell,2017-12-30T18:01:59.592000Z
4718469677,13199.99000000,0.00177000,sell,2017-12-30T18:01:59.592000Z
4718469679,13199.99000000,0.20000000,sell,2017-12-30T18:01:59.592000Z
4718469681,13199.99000000,0.00177000,sell,2017-12-30T18:01:59.592000Z
4718469683,13199.99000000,0.00062200,sell,2017-12-30T18:01:59.592000Z
4718469685,13199.99000000,0.00062200,sell,2017-12-30T18:01:59.592000Z
4718469687,13199.99000000,0.22971353,sell,2017-12-30T18:01:59.592000Z
4718469933,13199.98000000,0.16899408,buy,2017-12-30T18:02:00.776000Z
4718469965,13199.98000000,0.20000000,buy,2017-12-30T18:02:00.834000Z
4718470180,13199.99000000,0.00007556,sell,2017-12-30T18:02:02.328000Z
4718470303,13199.99000000,0.02659562,sell,2017-12-30T18:02:03.384000Z
4718470324,13199.99000000,0.03000000,sell,2017-12-30T18:02:03.510000Z
4718470337,13199.98000000,0.20000000,buy,2017-12-30T18:02:03.688000Z
4718470633,13199.97000000,0.01110000,buy,2017-12-30T18:02:05.663000Z
4718470635,13199.00000000,0.10000000,buy,2017-12-30T18:02:05.663000Z
4718470637,13190.00000000,0.00560000,buy,2017-12-30T18:02:05.663000Z
4718470639,13180.04000000,0.01000000,buy,2017-12-30T18:02:05.663000Z
4718470641,13180.00000000,0.05208016,buy,2017-12-30T18:02:05.663000Z
4718470742,13199.96000000,0.01000000,sell,2017-12-30T18:02:06.101000Z
4718470812,13180.01000000,0.00010015,buy,2017-12-30T18:02:06.430000Z
4718470814,13180.01000000,0.00831452,buy,2017-12-30T18:02:06.430000Z
4718470987,13180.02000000,0.00112400,sell,2017-12-30T18:02:06.981000Z
4718470989,13180.02000000,0.00112400,sell,2017-12-30T18:02:06.981000Z
4718470991,13180.02000000,0.00112400,sell,2017-12-30T18:02:06.981000Z
4718470993,13180.02000000,0.00041216,sell,2017-12-30T18:02:06.981000Z
4718471134,13180.02000000,0.00071184,sell,2017-12-30T18:02:07.589000Z
4718471136,13180.02000000,0.00112400,sell,2017-12-30T18:02:07.589000Z
4718471138,13180.02000000,0.04000000,sell,2017-12-30T18:02:07.589000Z
4718471140,13180.02000000,0.00112400,sell,2017-12-30T18:02:07.589000Z
4718471142,13180.02000000,0.00112400,sell,2017-12-30T18:02:07.589000Z
4718471144,13180.02000000,0.00112400,sell,2017-12-30T18:02:07.589000Z
4718471146,13180.02000000,0.00112400,sell,2017-12-30T18:02:07.589000Z
4718471148,13180.02000000,0.00112400,sell,2017-12-30T18:02:07.589000Z
4718471150,13180.02000000,0.00112400,sell,2017-12-30T18:02:07.589000Z
4718471152,13180.02000000,0.00112400,sell,2017-12-30T18:02:07.589000Z
4718471154,13180.02000000,0.00112400,sell,2017-12-30T18:02:07.589000Z
4718471156,13180.02000000,0.00112400,sell,2017-12-30T18:02:07.589000Z
4718471158,13180.02000000,0.00112400,sell,2017-12-30T18:02:07.589000Z
4718471160,13180.02000000,0.00112400,sell,2017-12-30T18:02:07.589000Z
4718471162,13180.02000000,0.00112400,sell,2017-12-30T18:02:07.589000Z
4718471164,13180.02000000,0.00112400,sell,2017-12-30T18:02:07.589000Z
4718471166,13180.02000000,0.00112400,sell,2017-12-30T18:02:07.589000Z
4718471168,13199.96000000,0.20000000,sell,2017-12-30T18:02:07.589000Z
4718471170,13199.97000000,0.00010015,sell,2017-12-30T18:02:07.589000Z
4718471172,13199.98000000,0.00485000,sell,2017-12-30T18:02:07.589000Z
